**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,dir,peak_pts,peak_dollar,bars_to_peak,sec_to_peak,path_len,pnl
2026_01_05,1767645000.0,short,11.75,23.5,49,245,97,-1.0
2026_01_06,1767674700.0,long,3.25,6.5,62,310,66,2.0
2026_01_06,1767701100.0,long,7.5,15.0,37,185,46,12.5
2026_01_06,1767709200.0,short,6.5,13.0,19,95,48,3.5
2026_01_06,1767709441.0,long,56.25,112.5,96,480,133,76.5
2026_01_06,1767712860.0,long,5.5,11.0,18,90,25,31.5
2026_01_06,1767712980.0,long,13.25,26.5,40,200,97,-13.5
2026_01_07,1767751322.0,long,13.5,27.0,41,205,161,-5.0
2026_01_07,1767753902.0,short,9.0,18.0,69,345,117,8.0
2026_01_07,1767765600.0,short,2.75,5.5,16,80,134,-24.0
2026_01_07,1767780841.0,short,14.75,29.5,64,320,103,33.5
2026_01_07,1767783420.0,short,3.0,6.0,17,85,214,-22.0
2026_01_07,1767790800.0,long,11.75,23.5,58,290,125,7.5
2026_01_07,1767800700.0,long,4.0,8.0,13,65,25,23.5
2026_01_08,1767831300.0,short,3.0,6.0,14,70,64,0.0
2026_01_08,1767831662.0,short,16.75,33.5,61,305,247,-17.0
2026_01_08,1767842101.0,short,9.25,18.5,79,395,99,15.0
2026_01_08,1767847320.0,short,3.75,7.5,12,60,17,4.0
2026_01_08,1767881340.0,long,6.5,13.0,28,140,167,-34.5
2026_01_08,1767901741.0,short,12.0,24.0,99,495,133,2.5
2026_01_08,1767905340.0,short,17.5,35.0,14,70,25,26.5
2026_01_08,1767905700.0,short,5.75,11.5,35,175,49,18.0
2026_01_09,1767918600.0,short,5.5,11.0,6,30,61,-3.0
2026_01_09,1767936300.0,short,2.25,4.5,21,105,26,1.0
2026_01_09,1767936540.0,short,13.5,27.0,148,740,155,21.5
2026_01_09,1767945900.0,long,14.75,29.5,59,295,88,38.0
2026_01_09,1767956700.0,short,7.75,15.5,52,260,89,14.0
2026_01_09,1767981360.0,long,7.25,14.5,28,140,133,-29.0
2026_01_09,1767994800.0,short,7.25,14.5,77,385,162,0.5
2026_01_11,1768175400.0,short,3.75,7.5,16,80,24,2.0
2026_01_12,1768187821.0,short,8.0,16.0,47,235,73,5.0
2026_01_12,1768189201.0,short,1.5,3.0,22,110,48,11.0
2026_01_12,1768226701.0,long,13.75,27.5,20,100,84,11.5
2026_01_12,1768236000.0,long,22.5,45.0,214,1070,241,17.5
2026_01_12,1768240500.0,long,22.75,45.5,151,755,193,44.5
2026_01_12,1768260900.0,short,5.0,10.0,18,90,27,2.5
2026_01_12,1768261081.0,short,14.25,28.5,26,130,52,18.0
2026_01_13,1768286820.0,long,13.5,27.0,45,225,154,-1.5
2026_01_13,1768287902.0,short,4.0,8.0,25,125,29,6.5
2026_01_13,1768291080.0,long,3.5,7.0,90,450,192,-12.5
2026_01_13,1768313700.0,long,1.75,3.5,13,65,25,3.5
2026_01_13,1768313821.0,long,25.75,51.5,97,485,265,70.0
2026_01_13,1768319100.0,long,4.75,9.5,21,105,25,7.5
2026_01_13,1768319340.0,long,90.25,180.5,91,455,145,170.0
2026_01_13,1768321800.0,long,38.25,76.5,73,365,109,79.5
2026_01_14,1768362000.0,long,4.5,9.0,26,130,104,-1.0
2026_01_14,1768376400.0,short,3.5,7.0,16,80,26,0.5
2026_01_14,1768379400.0,short,12.5,25.0,43,215,83,8.5
2026_01_14,1768384800.0,short,6.5,13.0,42,210,80,-3.5
2026_01_14,1768400640.0,short,82.75,165.5,101,505,193,105.0
2026_01_14,1768420500.0,long,16.0,32.0,30,150,49,1.5
2026_01_14,1768420740.0,long,90.25,180.5,110,550,145,159.5
2026_01_15,1768442102.0,long,6.75,13.5,19,95,23,12.0
2026_01_15,1768451700.0,short,5.0,10.0,22,110,39,11.5
2026_01_15,1768451940.0,short,0.75,1.5,9,45,23,8.0
2026_01_15,1768455001.0,long,1.25,2.5,8,40,132,3.5
2026_01_15,1768463403.0,long,8.75,17.5,65,325,89,1.0
2026_01_15,1768464000.0,long,57.5,115.0,144,720,179,69.5
2026_01_15,1768488900.0,short,11.0,22.0,18,90,25,45.0
2026_01_15,1768489020.0,short,14.0,28.0,16,80,25,41.5
2026_01_15,1768499700.0,long,5.5,11.0,16,80,85,3.0
2026_01_15,1768506300.0,short,9.75,19.5,3,15,25,6.0
2026_01_15,1768508880.0,short,15.75,31.5,44,220,121,27.0
2026_01_15,1768512600.0,short,5.5,11.0,5,25,42,10.5
2026_01_15,1768512841.0,short,3.5,7.0,19,95,44,-3.5
2026_01_16,1768535640.0,short,4.75,9.5,20,100,37,-3.5
2026_01_16,1768536361.0,long,2.25,4.5,11,55,28,3.0
2026_01_16,1768550100.0,long,13.25,26.5,78,390,115,13.0
2026_01_18,1768779602.0,long,8.0,16.0,13,65,56,-5.5
2026_01_19,1768788000.0,short,17.75,35.5,21,105,36,31.0
2026_01_19,1768795201.0,short,4.75,9.5,19,95,41,5.0
2026_01_19,1768805224.0,short,33.0,66.0,127,635,147,39.5
2026_01_20,1768873500.0,long,12.75,25.5,29,145,68,10.5
2026_01_20,1768874400.0,long,14.0,28.0,35,175,125,0.0
2026_01_20,1768881901.0,short,15.0,30.0,75,375,84,21.0
2026_01_20,1768894861.0,short,21.25,42.5,59,295,200,-6.5
2026_01_20,1768921200.0,long,27.0,54.0,3,15,73,29.0
2026_01_20,1768941360.0,long,4.0,8.0,251,1255,277,8.5
2026_01_21,1768978500.0,short,2.5,5.0,49,245,169,-52.0
2026_01_21,1769028600.0,long,12.5,25.0,38,190,49,11.5
2026_01_21,1769032500.0,long,62.5,125.0,141,705,163,111.5
2026_01_22,1769043900.0,short,3.25,6.5,72,360,86,-14.0
2026_01_22,1769050800.0,long,24.0,48.0,92,460,118,39.5
2026_01_22,1769076720.0,long,13.25,26.5,127,635,201,1.5
2026_01_22,1769082601.0,short,7.5,15.0,37,185,45,5.5
2026_01_22,1769082840.0,short,20.25,40.5,101,505,197,20.5
2026_01_22,1769086500.0,long,2.0,4.0,17,85,25,22.0
2026_01_22,1769087701.0,long,11.75,23.5,42,210,96,10.5
2026_01_23,1769151900.0,short,8.25,16.5,72,360,80,16.0
2026_01_23,1769178300.0,short,18.75,37.5,183,915,241,-80.0
2026_01_23,1769184900.0,long,9.75,19.5,47,235,73,-12.5
2026_01_23,1769194800.0,short,5.5,11.0,21,105,37,-33.0
2026_01_23,1769204700.0,long,2.75,5.5,19,95,31,2.0
2026_01_23,1769205181.0,short,15.0,30.0,68,340,79,27.0
2026_01_26,1769392560.0,short,16.75,33.5,42,210,116,16.0
2026_01_26,1769399100.0,long,6.25,12.5,26,130,34,-3.0
2026_01_26,1769399763.0,long,13.5,27.0,16,80,79,9.0
2026_01_26,1769406303.0,long,9.75,19.5,127,635,133,13.5
2026_01_26,1769427724.0,short,9.25,18.5,39,195,58,10.0
2026_01_26,1769450160.0,long,4.5,9.0,26,130,61,1.5
2026_01_26,1769460000.0,long,7.5,15.0,74,370,97,0.0
2026_01_26,1769460480.0,long,3.25,6.5,3,15,145,-81.5
2026_01_26,1769471701.0,long,4.5,9.0,30,150,54,7.0
2026_01_27,1769475720.0,long,9.5,19.0,28,140,62,14.0
2026_01_27,1769507100.0,short,0.25,0.5,8,40,57,5.5
2026_01_27,1769514000.0,long,8.25,16.5,120,600,124,18.5
2026_01_27,1769515800.0,short,6.75,13.5,61,305,118,3.5
2026_01_27,1769521500.0,short,21.25,42.5,92,460,127,34.0
2026_01_27,1769532600.0,short,22.0,44.0,195,975,229,34.5
2026_01_27,1769541900.0,long,4.75,9.5,41,205,49,5.5
2026_01_27,1769542141.0,long,5.75,11.5,16,80,301,6.5
2026_01_28,1769558400.0,long,3.5,7.0,7,35,29,2.5
2026_01_28,1769569922.0,long,3.25,6.5,100,500,223,-10.0
2026_01_28,1769587200.0,long,0.25,0.5,11,55,25,25.5
2026_01_28,1769589600.0,long,8.75,17.5,20,100,37,8.0
2026_01_28,1769595480.0,short,4.25,8.5,36,180,162,-22.0
2026_01_28,1769618400.0,short,23.0,46.0,60,300,85,37.5
2026_01_28,1769637000.0,long,6.25,12.5,3,15,85,12.5
2026_01_29,1769670303.0,long,3.0,6.0,80,400,91,-11.5
2026_01_29,1769686501.0,long,3.25,6.5,17,85,24,-34.5
2026_01_29,1769687700.0,long,3.75,7.5,14,70,24,14.5
2026_01_29,1769722020.0,long,67.25,134.5,65,325,96,51.5
2026_01_29,1769722620.0,long,9.75,19.5,32,160,49,10.0
2026_01_30,1769735400.0,short,23.0,46.0,31,155,55,34.0
2026_01_30,1769751003.0,short,13.5,27.0,48,240,69,5.0
2026_01_30,1769778600.0,long,22.0,44.0,25,125,49,31.5
2026_01_30,1769778844.0,long,7.25,14.5,17,85,25,-11.5
2026_01_30,1769781300.0,long,9.25,18.5,18,90,25,-2.0
2026_01_30,1769781540.0,long,16.5,33.0,17,85,25,30.5
2026_01_30,1769782920.0,long,72.0,144.0,103,515,133,82.0
2026_01_30,1769789700.0,short,62.75,125.5,88,440,109,105.0
2026_02_02,1769998560.0,short,32.5,65.0,39,195,49,35.5
2026_02_02,1769999400.0,short,28.0,56.0,58,290,93,-2.0
2026_02_02,1770030300.0,long,36.75,73.5,254,1270,271,96.5
2026_02_03,1770077700.0,short,10.5,21.0,21,105,34,-11.5
2026_02_03,1770117604.0,short,23.0,46.0,109,545,142,35.5
2026_02_03,1770123721.0,long,22.75,45.5,133,665,201,18.0
2026_02_03,1770137580.0,short,29.25,58.5,89,445,133,38.5
2026_02_03,1770138660.0,short,78.25,156.5,23,115,85,56.0
2026_02_03,1770140400.0,short,5.0,10.0,19,95,25,13.5
2026_02_04,1770178861.0,long,2.5,5.0,17,85,79,-2.5
2026_02_04,1770225900.0,short,104.5,209.0,61,305,109,182.5
2026_02_04,1770237300.0,long,39.0,78.0,71,355,97,51.5
2026_02_04,1770247200.0,long,4.75,9.5,7,35,19,1.0
2026_02_04,1770247322.0,short,9.25,18.5,10,50,17,27.5
2026_02_05,1770265500.0,long,43.75,87.5,96,480,146,80.5
2026_02_05,1770280200.0,long,9.25,18.5,19,95,100,-38.0
2026_02_05,1770280800.0,short,4.5,9.0,47,235,59,31.0
2026_02_05,1770281280.0,short,3.0,6.0,18,90,22,43.0
2026_02_05,1770289200.0,long,22.25,44.5,160,800,181,58.5
2026_02_05,1770290403.0,long,18.0,36.0,35,175,284,-58.0
2026_02_05,1770299700.0,short,27.5,55.0,33,165,37,62.5
2026_02_05,1770301500.0,short,82.25,164.5,86,430,109,-144.0
2026_02_05,1770326941.0,short,17.25,34.5,29,145,49,81.0
2026_02_06,1770338820.0,short,6.0,12.0,29,145,61,6.0
2026_02_06,1770346200.0,short,16.0,32.0,7,35,25,5.0
2026_02_06,1770346320.0,short,12.25,24.5,26,130,40,31.5
2026_02_06,1770381300.0,long,34.25,68.5,90,450,155,45.0
2026_02_06,1770395400.0,short,9.25,18.5,17,85,37,-19.5
2026_02_06,1770396120.0,short,25.5,51.0,26,130,109,7.0
2026_02_06,1770400500.0,long,24.75,49.5,64,320,85,43.0
2026_02_06,1770401700.0,long,17.0,34.0,40,200,49,38.0
2026_02_08,1770592202.0,long,26.5,53.0,82,410,94,38.5
2026_02_09,1770602220.0,long,11.25,22.5,66,330,85,30.5
2026_02_09,1770603840.0,short,7.75,15.5,18,90,25,26.5
2026_02_09,1770606900.0,short,10.5,21.0,54,270,61,7.0
2026_02_09,1770611400.0,short,13.5,27.0,71,355,96,23.0
2026_02_09,1770627300.0,short,5.0,10.0,6,30,25,15.5
2026_02_09,1770627420.0,short,13.5,27.0,69,345,85,-5.0
2026_02_09,1770629400.0,short,42.0,84.0,143,715,169,50.0
2026_02_09,1770640501.0,short,1.75,3.5,16,80,25,4.0
2026_02_09,1770646500.0,short,34.25,68.5,75,375,181,170.0
2026_02_09,1770659580.0,long,4.5,9.0,7,35,25,-2.5
2026_02_09,1770679200.0,short,13.5,27.0,27,135,37,9.5
2026_02_09,1770679380.0,short,14.25,28.5,92,460,288,14.0
2026_02_10,1770686100.0,short,13.0,26.0,39,195,157,27.0
2026_02_10,1770694800.0,long,2.75,5.5,171,855,213,-9.0
2026_02_10,1770737700.0,long,11.25,22.5,6,30,85,-3.5
2026_02_10,1770740400.0,short,29.5,59.0,30,150,85,27.5
2026_02_10,1770745080.0,short,10.0,20.0,21,105,37,-13.5
2026_02_10,1770749100.0,short,12.75,25.5,23,115,61,-8.5
2026_02_10,1770755460.0,short,31.0,62.0,89,445,97,68.5
2026_02_10,1770766801.0,short,2.25,4.5,24,120,132,-6.0
2026_02_11,1770771600.0,long,12.25,24.5,42,210,73,15.0
2026_02_11,1770799200.0,long,6.75,13.5,60,300,73,12.5
2026_02_11,1770806700.0,short,13.75,27.5,53,265,85,18.5
2026_02_11,1770836100.0,short,37.5,75.0,134,670,169,54.5
2026_02_12,1770854400.0,short,6.5,13.0,116,580,193,-12.0
2026_02_12,1770855600.0,short,2.0,4.0,19,95,25,21.5
2026_02_12,1770858900.0,short,18.25,36.5,36,180,97,17.0
2026_02_12,1770882300.0,long,6.0,12.0,3,15,83,-8.5
2026_02_12,1770883800.0,short,20.25,40.5,44,220,85,11.0
2026_02_12,1770888542.0,long,7.5,15.0,5,25,59,4.0
2026_02_12,1770892800.0,short,7.0,14.0,74,370,84,13.5
2026_02_12,1770915900.0,short,6.25,12.5,102,510,121,11.0
2026_02_12,1770918240.0,short,5.5,11.0,15,75,25,30.0
2026_02_12,1770921480.0,short,12.75,25.5,32,160,109,-41.0
2026_02_12,1770929700.0,short,28.0,56.0,80,400,157,-46.0
2026_02_12,1770933360.0,short,17.0,34.0,110,550,217,-22.5
2026_02_12,1770938400.0,long,8.0,16.0,4,20,73,16.5
2026_02_13,1770950401.0,long,7.25,14.5,3,15,133,-34.0
2026_02_13,1770952621.0,short,32.5,65.0,92,460,121,59.5
2026_02_13,1770982200.0,long,65.5,131.0,105,525,133,112.0
2026_02_13,1770991200.0,long,28.75,57.5,38,190,157,-84.0
2026_02_13,1771006920.0,long,9.75,19.5,14,70,133,-5.0
2026_02_13,1771008060.0,long,28.25,56.5,90,450,109,-13.5
2026_02_13,1771009380.0,long,5.25,10.5,9,45,25,16.5
2026_02_13,1771019400.0,long,13.25,26.5,96,480,120,-10.5
2026_02_16,1771201140.0,long,12.25,24.5,206,1030,228,16.0
2026_02_16,1771205102.0,short,8.75,17.5,68,340,83,8.5
2026_02_16,1771209300.0,long,6.25,12.5,17,85,37,1.5
2026_02_16,1771209600.0,short,3.5,7.0,19,95,25,-1.5
2026_02_16,1771210080.0,short,1.25,2.5,7,35,24,8.0
2026_02_16,1771211700.0,short,2.75,5.5,5,25,21,3.5
2026_02_16,1771227000.0,long,11.5,23.0,29,145,49,20.0
2026_02_16,1771230300.0,long,22.5,45.0,280,1400,287,20.0
2026_02_17,1771286700.0,short,16.75,33.5,25,125,193,-5.5
2026_02_17,1771306800.0,long,25.75,51.5,114,570,253,7.5
2026_02_17,1771313700.0,long,40.0,80.0,68,340,109,68.0
2026_02_17,1771327500.0,long,45.75,91.5,70,350,109,57.5
2026_02_17,1771362300.0,short,7.5,15.0,21,105,25,18.5
2026_02_17,1771362420.0,long,45.75,91.5,118,590,157,48.5
2026_02_18,1771378620.0,long,4.75,9.5,5,25,25,25.0
2026_02_18,1771378740.0,short,12.0,24.0,3,15,97,7.0
2026_02_18,1771386000.0,long,12.0,24.0,104,520,109,25.5
2026_02_18,1771410900.0,short,17.75,35.5,113,565,133,15.0
2026_02_18,1771414800.0,short,4.5,9.0,21,105,253,-43.5
2026_02_18,1771441500.0,short,-0.0,-0.0,11,55,25,5.5
2026_02_18,1771441620.0,short,3.5,7.0,19,95,25,8.5
2026_02_18,1771441740.0,long,14.0,28.0,31,155,37,4.0
2026_02_19,1771467904.0,long,12.0,24.0,49,245,84,21.5
2026_02_19,1771476900.0,short,7.5,15.0,56,280,61,12.0
2026_02_19,1771482000.0,short,2.5,5.0,17,85,23,4.5
2026_02_19,1771495321.0,short,31.0,62.0,14,70,25,67.0
2026_02_19,1771500660.0,short,6.5,13.0,27,135,37,9.5
2026_02_19,1771501680.0,short,2.0,4.0,16,80,25,26.5
2026_02_19,1771501800.0,short,8.5,17.0,22,110,97,-40.0
2026_02_19,1771502280.0,short,56.75,113.5,55,275,85,47.0
2026_02_19,1771517400.0,short,27.75,55.5,18,90,25,9.0
2026_02_19,1771517520.0,long,14.25,28.5,18,90,25,19.5
2026_02_19,1771521120.0,short,6.25,12.5,7,35,25,-6.0
2026_02_19,1771521240.0,short,16.5,33.0,32,160,37,-39.5
2026_02_19,1771522800.0,short,63.75,127.5,110,550,145,143.0
2026_02_19,1771533000.0,long,15.25,30.5,41,205,85,1.5
2026_02_19,1771543500.0,long,7.5,15.0,24,120,49,-1.5
2026_02_19,1771543740.0,long,6.5,13.0,32,160,49,16.0
2026_02_20,1771552800.0,long,6.0,12.0,17,85,25,18.5
2026_02_20,1771560300.0,long,18.25,36.5,112,560,119,26.5
2026_02_20,1771591500.0,short,3.75,7.5,25,125,73,-28.5
2026_02_20,1771600200.0,short,59.5,119.0,29,145,37,162.5
2026_02_20,1771622701.0,short,2.25,4.5,4,20,71,-6.0
2026_02_23,1771835100.0,long,9.0,18.0,25,125,37,12.5
2026_02_23,1771839900.0,long,4.25,8.5,16,80,25,1.5
2026_02_23,1771840020.0,short,14.25,28.5,39,195,73,21.0
2026_02_23,1771861200.0,short,27.5,55.0,54,270,61,26.0
2026_02_23,1771876860.0,short,10.0,20.0,22,110,61,3.0
2026_02_23,1771882200.0,short,9.75,19.5,37,185,49,6.0
2026_02_23,1771887600.0,long,23.75,47.5,77,385,133,45.5
2026_02_24,1771920600.0,short,6.5,13.0,19,95,25,-11.5
2026_02_24,1771920720.0,long,6.25,12.5,60,300,85,-15.5
2026_02_24,1771929120.0,long,11.75,23.5,49,245,108,-12.5
2026_02_24,1771929660.0,long,15.0,30.0,48,240,145,7.5
2026_02_24,1771934100.0,long,77.5,155.0,136,680,169,104.5
2026_02_24,1771954200.0,long,6.0,12.0,15,75,25,18.0
2026_02_24,1771954500.0,long,4.75,9.5,8,40,157,-15.0
2026_02_24,1771974000.0,long,14.75,29.5,193,965,228,4.0
2026_02_25,1771986300.0,long,16.5,33.0,83,415,132,22.5
2026_02_25,1771987200.0,long,4.25,8.5,12,60,97,-6.0
2026_02_25,1771988100.0,short,4.25,8.5,16,80,36,1.0
2026_02_25,1771988280.0,short,25.25,50.5,121,605,205,54.5
2026_02_25,1772002620.0,short,5.5,11.0,79,395,107,4.5
2026_02_25,1772004600.0,short,19.5,39.0,71,355,120,20.0
2026_02_25,1772005200.0,short,4.75,9.5,46,230,60,-5.5
2026_02_25,1772011500.0,long,5.5,11.0,13,65,37,-14.0
2026_02_25,1772014321.0,long,3.5,7.0,17,85,24,7.0
2026_02_25,1772019000.0,long,22.75,45.5,137,685,157,40.0
2026_02_25,1772037300.0,long,24.5,49.0,103,515,133,40.0
2026_02_25,1772049900.0,long,7.0,14.0,45,225,97,4.0
2026_02_25,1772052420.0,short,5.5,11.0,7,35,37,-9.5
2026_02_26,1772068800.0,short,4.25,8.5,21,105,25,20.5
2026_02_26,1772068921.0,short,31.75,63.5,97,485,133,37.0
2026_02_26,1772080140.0,short,2.0,4.0,5,25,25,5.5
2026_02_26,1772104500.0,long,2.25,4.5,67,335,72,9.0
2026_02_26,1772107200.0,long,9.25,18.5,48,240,85,10.5
2026_02_26,1772122320.0,short,10.5,21.0,19,95,145,-23.5
2026_02_26,1772126640.0,short,22.25,44.5,236,1180,253,44.5
2026_02_26,1772141400.0,short,19.75,39.5,75,375,133,26.0
2026_02_27,1772150520.0,short,4.25,8.5,13,65,25,23.0
2026_02_27,1772159220.0,short,23.5,47.0,133,665,157,23.5
2026_02_27,1772166660.0,long,3.0,6.0,13,65,25,4.5
2026_02_27,1772166784.0,long,8.25,16.5,69,345,81,6.5
2026_02_27,1772171640.0,long,2.0,4.0,11,55,95,-25.0
2026_02_27,1772179200.0,long,18.5,37.0,22,110,73,31.5
2026_02_27,1772182380.0,long,17.25,34.5,163,815,203,18.0
2026_02_27,1772197200.0,short,6.75,13.5,107,535,145,2.5
2026_02_27,1772209200.0,short,4.25,8.5,18,90,25,4.5
2026_02_27,1772209320.0,long,5.5,11.0,7,35,25,34.0
2026_02_27,1772209560.0,short,19.75,39.5,20,100,133,5.0
2026_02_27,1772220840.0,short,3.25,6.5,85,425,97,20.5
2026_03_02,1772422200.0,short,6.75,13.5,16,80,25,20.5
2026_03_02,1772424600.0,short,50.5,101.0,159,795,193,19.5
2026_03_02,1772426342.0,long,8.0,16.0,20,100,37,-5.0
2026_03_02,1772453280.0,long,14.25,28.5,3,15,37,-30.0
2026_03_02,1772473860.0,long,8.5,17.0,7,35,49,-13.0
2026_03_02,1772481300.0,short,2.5,5.0,3,15,25,4.5
2026_03_02,1772484060.0,long,15.5,31.0,28,140,37,56.5
2026_03_03,1772497920.0,short,4.5,9.0,47,235,73,-2.0
2026_03_03,1772498400.0,short,1.5,3.0,7,35,25,4.0
2026_03_03,1772500800.0,long,19.5,39.0,50,250,61,10.5
2026_03_03,1772507280.0,short,15.25,30.5,68,340,85,-9.0
2026_03_03,1772515500.0,short,5.5,11.0,21,105,25,-4.5
2026_03_03,1772515620.0,short,10.25,20.5,17,85,37,21.0
2026_03_03,1772515801.0,short,6.75,13.5,47,235,73,14.5
2026_03_03,1772533200.0,short,14.25,28.5,4,20,61,16.5
2026_03_03,1772535720.0,short,40.0,80.0,83,415,109,64.0
2026_03_03,1772560380.0,long,49.25,98.5,112,560,169,84.5
2026_03_03,1772564580.0,long,10.0,20.0,14,70,25,-7.5
2026_03_03,1772564760.0,long,18.5,37.0,204,1020,229,-4.5
2026_03_03,1772571780.0,long,5.25,10.5,15,75,25,-1.0
2026_03_03,1772574900.0,long,36.5,73.0,244,1220,277,51.0
2026_03_04,1772599800.0,short,11.0,22.0,38,190,109,-1.5
2026_03_05,1772673240.0,short,62.0,124.0,86,430,205,109.0
2026_03_05,1772676840.0,short,23.25,46.5,123,615,157,34.0
2026_03_05,1772699700.0,long,12.25,24.5,18,90,97,-34.0
2026_03_05,1772700300.0,short,10.75,21.5,69,345,73,-24.5
2026_03_05,1772705700.0,long,3.0,6.0,7,35,25,7.5
2026_03_05,1772705820.0,long,15.75,31.5,71,355,157,30.0
2026_03_05,1772720760.0,short,15.5,31.0,24,120,37,11.5
2026_03_05,1772725740.0,long,44.25,88.5,24,120,37,71.0
2026_03_05,1772741400.0,short,21.75,43.5,36,180,49,12.0
2026_03_05,1772741640.0,short,14.25,28.5,27,135,49,-51.0
2026_03_05,1772751600.0,long,33.5,67.0,139,695,145,64.5
2026_03_06,1772755200.0,long,32.0,64.0,120,600,133,72.0
2026_03_06,1772760000.0,long,14.5,29.0,205,1025,241,1.5
2026_03_06,1772808660.0,short,40.5,81.0,29,145,37,75.5
2026_03_06,1772823000.0,short,19.25,38.5,65,325,109,24.5
2026_03_06,1772832300.0,long,4.25,8.5,36,180,49,-15.0
2026_03_08,1773010200.0,long,22.5,45.0,56,280,61,32.5
2026_03_08,1773010800.0,short,8.0,16.0,20,100,25,16.0
2026_03_08,1773011040.0,short,1.75,3.5,12,60,25,11.5
2026_03_08,1773012600.0,short,6.5,13.0,21,105,25,19.5
2026_03_09,1773025200.0,long,16.0,32.0,22,110,49,-8.0
2026_03_09,1773025800.0,long,13.0,26.0,15,75,37,9.5
2026_03_09,1773043380.0,long,19.0,38.0,84,420,133,-34.5
2026_03_09,1773052740.0,long,15.0,30.0,26,130,61,-7.0
2026_03_09,1773053100.0,long,22.25,44.5,29,145,37,5.5
2026_03_09,1773085800.0,long,21.5,43.0,31,155,37,15.5
2026_03_09,1773085980.0,long,6.75,13.5,18,90,25,33.0
2026_03_09,1773088680.0,long,10.75,21.5,10,50,85,-13.0
2026_03_09,1773089100.0,long,21.25,42.5,82,410,109,19.0
2026_03_10,1773112680.0,short,3.75,7.5,18,90,85,6.5
2026_03_10,1773158100.0,long,17.0,34.0,32,160,37,18.5
2026_03_10,1773163620.0,long,9.0,18.0,24,120,169,-113.0
2026_03_10,1773171900.0,short,8.25,16.5,18,90,25,36.0
2026_03_10,1773172500.0,short,8.75,17.5,18,90,25,-9.0
2026_03_11,1773191220.0,short,10.25,20.5,26,130,37,9.0
2026_03_11,1773191400.0,long,16.75,33.5,129,645,145,23.5
2026_03_11,1773193200.0,long,9.5,19.0,32,160,193,3.0
2026_03_11,1773194400.0,short,4.75,9.5,20,100,25,10.0
2026_03_11,1773199501.0,long,25.5,51.0,143,715,197,42.0
2026_03_11,1773226800.0,long,21.5,43.0,43,215,205,22.0
2026_03_11,1773238980.0,long,32.75,65.5,3,15,121,-103.5
2026_03_11,1773240900.0,long,51.25,102.5,72,360,133,24.0
2026_03_11,1773245400.0,short,19.0,38.0,32,160,181,-20.0
2026_03_12,1773277440.0,short,18.5,37.0,28,140,49,33.5
2026_03_12,1773285660.0,short,2.5,5.0,14,70,25,-12.5
2026_03_12,1773285780.0,short,20.5,41.0,43,215,73,39.0
2026_03_12,1773301621.0,short,2.75,5.5,14,70,25,5.5
2026_03_12,1773301741.0,short,15.75,31.5,26,130,205,-120.5
2026_03_12,1773343020.0,long,37.0,74.0,76,380,109,50.5
2026_03_12,1773359100.0,short,13.75,27.5,81,405,97,3.5
2026_03_12,1773359700.0,short,1.5,3.0,9,45,25,10.0
2026_03_12,1773359820.0,short,6.75,13.5,15,75,25,11.5
2026_03_13,1773363120.0,short,4.75,9.5,32,160,145,-49.0
2026_03_13,1773368640.0,long,5.25,10.5,16,80,25,6.5
2026_03_13,1773371100.0,long,19.75,39.5,43,215,181,-8.0
2026_03_13,1773395700.0,long,34.0,68.0,131,655,169,50.5
2026_03_13,1773398100.0,short,7.0,14.0,20,100,25,3.0
2026_03_13,1773398220.0,short,4.25,8.5,64,320,85,3.5
2026_03_13,1773398640.0,short,4.0,8.0,5,25,25,-5.0
2026_03_13,1773419640.0,short,39.0,78.0,159,795,193,-45.5
2026_03_16,1773648000.0,long,9.5,19.0,31,155,61,10.0
2026_03_16,1773652921.0,long,9.5,19.0,18,90,24,-15.5
2026_03_16,1773653040.0,long,17.5,35.0,45,225,49,16.0
2026_03_16,1773655200.0,long,24.25,48.5,52,260,97,28.5
2026_03_16,1773667260.0,long,14.0,28.0,32,160,61,6.0
2026_03_16,1773667800.0,long,85.25,170.5,216,1080,241,114.5
2026_03_16,1773670500.0,long,11.5,23.0,20,100,25,18.5
2026_03_16,1773670800.0,long,16.5,33.0,21,105,25,6.0
2026_03_16,1773670980.0,long,7.0,14.0,5,25,25,-10.5
2026_03_16,1773677700.0,short,57.5,115.0,122,610,157,106.5
2026_03_16,1773693900.0,short,4.25,8.5,27,135,115,-9.0
2026_03_16,1773694500.0,short,25.25,50.5,123,615,143,33.5
2026_03_17,1773718802.0,short,8.0,16.0,25,125,218,-11.5
2026_03_17,1773730560.0,short,11.0,22.0,57,285,69,-21.0
2026_03_17,1773763800.0,short,10.0,20.0,69,345,73,8.5
2026_03_17,1773768600.0,short,6.25,12.5,7,35,142,-22.5
2026_03_17,1773780300.0,long,4.25,8.5,3,15,91,-0.5
2026_03_17,1773781140.0,short,19.0,38.0,87,435,104,18.0
2026_03_18,1773797884.0,short,9.5,19.0,165,825,256,-24.5
2026_03_18,1773802801.0,short,7.5,15.0,12,60,34,14.5
2026_03_18,1773803041.0,short,1.0,2.0,10,50,20,5.0
2026_03_18,1773845460.0,short,14.75,29.5,16,80,145,-82.0
2026_03_18,1773850800.0,short,5.0,10.0,3,15,25,3.5
2026_03_18,1773858300.0,short,52.25,104.5,118,590,167,75.5
